id,raw_transcription,path,lang,de
1960,"He was reportedly aged in his 20s. In a statement, Bieber said ""[w]hile I was not present nor directly involved with this tragic accident, my thoughts and prayers are with the family of the victim.""",4498640649175127270.wav,en,"Er soll in seinen 20ern gewesen sein. In einer Stellungnahme sagte Bieber: „Während ich nicht anwesend war oder direkt in diesen tragischen Unfall involviert war, sind meine Gedanken und Gebete bei der Familie des Opfers.“"
1924,"Four skiers in the women's sitting group failed to finish their runs, and 45 of the 117 total skiers in the Giant Slalom failed to rank in the race.",4498797456222901763.wav,en,"Vier Skifahrerinnen in der Frauen-Sitzgruppe konnten ihre Läufe nicht beenden, und von den insgesamt 117 Skifahrerinnen im Riesenslalom konnten 45 nicht in der Wertung des Rennens landen."
1718,There is no universal definition for which manufactured items are antiques. Some tax agencies define goods older than 100 years as antiques.,4507570726474155114.wav,en,"Es gibt keine universelle Definition dafür, welche hergestellten Gegenstände als Antiquitäten gelten. Einige Steuerbehörden definieren Waren, die älter als 100 Jahre sind, als Antiquitäten."
1862,NextGen is a system the FAA claims would allow aircraft to fly shorter routes and save millions of gallons of fuel each year and cut carbon emissions.,4562231445388891346.wav,en,"NextGen ist ein System, das von der FAA behauptet wird, Flugzeuge kürzere Routen fliegen zu lassen und Millionen Liter Treibstoff pro Jahr einzusparen und die Kohlenstoffemissionen zu reduzieren."
1756,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.",4566051537148836720.wav,en,"Spät am Sonntag kündigte US-Präsident Donald Trump in einer Erklärung, die über den Pressesprecher verbreitet wurde, an, dass US-Truppen Syrien verlassen würden."
1779,The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,4638707534646618403.wav,en,Die Ankündigung wurde nach einem Telefonat Trumps mit dem türkischen Präsidenten Recep Tayyip Erdoğan gemacht.
1969,It states that the most effective place for the main subject is at the intersection of lines dividing the image into thirds vertically and horizontally (see example).,4666717028619624057.wav,en,"Es besagt, dass der effektivste Ort für das Hauptmotiv an der Schnittstelle der Linien liegt, die das Bild vertikal und horizontal in Drittel unterteilen (siehe Beispiel)."
1883,"The vertical clearance under the bridge is 15 meters. Construction was completed in August 2011, it didn't open to traffic until March 2017.",4690800207484418897.wav,en,"Die vertikale Durchfahrtshöhe unter der Brücke beträgt 15 Meter. Der Bau wurde im August 2011 abgeschlossen, aber die Brücke wurde erst im März 2017 für den Verkehr freigegeben."
1839,Think of the skiing route as of a similar hiking route.,4705502721902980056.wav,en,Denken Sie an die Skiroute wie an eine ähnliche Wanderroute.
1818,People may not anticipate that patience and understanding are also necessary for travellers returning home.,4727095276781970486.wav,en,"Menschen können nicht vorausahnen, dass auch Geduld und Verständnis für Reisende notwendig sind, die nach Hause zurückkehren."
1963,"Ironing damp clothes can help them dry. Many hotels have an iron and ironing board available for loan, even if one is not present in the room.",4780196329895653733.wav,en,"Das Bügeln von feuchter Kleidung kann helfen, dass sie trocknet. Viele Hotels bieten ein Bügeleisen und ein Bügelbrett zur Ausleihe an, selbst wenn sie nicht im Zimmer vorhanden sind."
1754,There may be more maria on the near side because the crust is thinner. It was easier for lava to rise up to the surface.,4807942348083346744.wav,en,"Es könnte mehr Maria auf der erdnahen Seite geben, weil die Kruste dünner ist. Es war einfacher für Lava, an die Oberfläche zu gelangen."
1963,"Ironing damp clothes can help them dry. Many hotels have an iron and ironing board available for loan, even if one is not present in the room.",4821372520807131.wav,en,"Das Bügeln feuchter Kleidung kann ihnen helfen, zu trocknen. Viele Hotels haben ein Bügeleisen und ein Bügelbrett zur Ausleihe, auch wenn eines nicht im Zimmer vorhanden ist."
1681,"It isn’t alone though, experimentation, and an experiment is a test that is used to eliminate one or more of the possible hypotheses, asking questions, and making observations also guide scientific research.",4822858934027125258.wav,en,"Es ist jedoch nicht allein, Experimentieren, und ein Experiment ist ein Test, der verwendet wird, um eine oder mehrere der möglichen Hypothesen zu eliminieren, Fragen zu stellen und Beobachtungen anzustellen, leiten auch die wissenschaftliche Forschung."
1871,"In the warm climate of the Middle East, the house was not so important.",4838660681321542582.wav,en,In dem warmen Klima des Nahen Ostens war das Haus nicht so wichtig.
1947,"Prior to the arrival of troops, Haiti had not encountered problems related to the disease since the 1800s.",4844570914389909899.wav,en,Vor dem Eintreffen der Truppen hatte Haiti seit den 1800er Jahren keine Probleme mit der Krankheit.
1894,"A curry is a dish based on herbs and spices, together with either meat or vegetables.",4848767269319106744.wav,en,"Ein Curry ist ein Gericht, das auf Kräutern und Gewürzen basiert, zusammen mit entweder Fleisch oder Gemüse."
1696,"The two compounds react with one another to form crystals that may block kidney function, researchers at the university said.",4872682023567074953.wav,en,"Die beiden Verbindungen reagieren miteinander, um Kristalle zu bilden, die die Nierenfunktion blockieren können, berichteten Forscher der Universität."
1712,"Since 1966 the Sundarbans have been a wildlife sanctuary, and it is estimated that there are now 400 Royal Bengal tigers and about 30,000 spotted deer in the area.",4911753908854223816.wav,en,"Seit 1966 sind die Sundarbans ein Wildreservat, und es wird geschätzt, dass es jetzt etwa 400 Royal Bengal Tiger und etwa 30.000 Sumpfhirsche in der Gegend gibt."
1679,Aerosmith have cancelled their remaining concerts on their tour.,4937589470390171572.wav,en,Aerosmith haben ihre verbleibenden Konzerte auf ihrer Tour abgesagt.
1807,Italian is also the everyday language used by most of those who work in the state while Latin is often used in religious ceremonies.,4940213511640275250.wav,en,"Italienisch ist auch die Alltagssprache, die von den meisten derjenigen verwendet wird, die im Staat arbeiten, während Latein oft bei religiösen Zeremonien verwendet wird."
1815,The fission bomb works on the principle that it takes energy to put together a nucleus with many protons and neutrons.,4960341437383881404.wav,en,"Die Spaltungsbombe funktioniert nach dem Prinzip, dass Energie benötigt wird, um einen Kern mit vielen Protonen und Neutronen zusammenzusetzen."
1762,"The disease is carried by pigs, which then migrates to humans through mosquitos.",5049759849654620438.wav,en,"Die Krankheit wird von Schweinen übertragen, die dann durch Mücken auf Menschen übergeht."
1824,"The Giza Plateau, or ""Giza Necropolis"" in the Egyptian Valley of the Dead contains several pyramids (of which the great pyramid is the largest), several small tombs, several temples, and the great Sphinx.",5059640273671690654.wav,en,"Das Gizeh-Plateau oder ""Gizeh-Nekropole"" im ägyptischen Tal der Toten enthält mehrere Pyramiden (von denen die große Pyramide die größte ist), mehrere kleine Gräber, mehrere Tempel und die große Sphinx."
1935,"However, that is not true. Although there is something written on the back of the document, it is not a treasure map.",5106380017322065030.wav,en,"Allerdings ist das nicht wahr. Obwohl etwas auf der Rückseite des Dokuments geschrieben steht, handelt es sich nicht um eine Schatzkarte."
1947,"Prior to the arrival of troops, Haiti had not encountered problems related to the disease since the 1800s.",5111153817746112904.wav,en,Vor dem Eintreffen der Truppen hatte Haiti seit den 1800er Jahren keine Probleme im Zusammenhang mit der Krankheit.
1800,"The bridge is scheduled to be fully operational in September 2017, when the Brazilian customs checkpoints are expected to be finished.",5131184112261114926.wav,en,"Die Brücke soll im September 2017 vollständig betriebsbereit sein, wenn die brasilianischen Zollstellen voraussichtlich fertiggestellt sind."
1678,"Oliver Sacks, in his paper The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately.",5143306658627135996.wav,en,"Oliver Sacks gab in seinem Beitrag „The President's Speech“ an, wie Menschen, die aufgrund einer Hirnschädigung Sprache nicht verstehen können, dennoch in der Lage sind, Aufrichtigkeit genau einzuschätzen."
1795,"Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.",5152804099019194563.wav,en,"Seit 1988 müssen Wahlurnen transparent sein, damit Wähler und Beobachter sehen können, dass zu Beginn der Abstimmung keine Umschläge vorhanden sind und außer jenen der ordnungsgemäß gezählten und autorisierten Wähler keine Umschläge hinzugefügt werden."
1708,Huhne has resigned and he will be replaced in the Cabinet by Ed Davey MP. Norman Lamb MP is expected to take the Business Minister job Davey is vacating.,5153770112137332001.wav,en,"Huhne ist zurückgetreten und wird im Kabinett durch Ed Davey MP ersetzt. Es wird erwartet, dass Norman Lamb MP den Posten des Wirtschaftsministers übernimmt, den Davey frei lässt."
1885,"Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.",5164710956485163027.wav,en,Zwischen 22:00 und 23:00 Uhr MDT haben die Insassen im Hof ein Feuer entfacht.
1852,"Appropriate use of blogs ""can empower students to become more analytical and critical; through actively responding to Internet materials, students can define their positions in the context of others' writings as well as outline their own perspectives on particular issues (Oravec, 2002).",517532078886085321.wav,en,"Der angemessene Einsatz von Blogs ""kann Schüler dazu befähigen, analytischer und kritischer zu werden; indem sie aktiv auf Internetmaterialien reagieren, können Schüler ihre Position im Kontext von anderer Schreibweisen definieren sowie ihre eigenen Perspektiven zu bestimmten Themen umreißen (Oravec, 2002)."
1973,"But being placed in the ""high tropics"" just a few degrees north of equator you will need to deal with both heat (always) and strong sun (when the sky is clear, more rarely).",5196260640941390313.wav,en,"Aber wenn Sie sich in den ""hohen Tropen"" nur wenige Grad nördlich des Äquators befinden, müssen Sie mit Hitze (immer) und intensiver Sonne (wenn der Himmel klar ist, seltener) umgehen."
1668,"It may also be beneficial for one to buy a Wild Card, which provides entry to either selections of parks in South Africa or all of the South African National Parks.",5198402243598272340.wav,en,"Es kann auch vorteilhaft sein, eine Wildcard zu kaufen, die den Zugang entweder zu einer Auswahl von Parks in Südafrika oder allen südafrikanischen Nationalparks ermöglicht."
